id:ID,name,type:LABEL
P48201,"ATP synthase F complex subunit C3, mitochondrial complex subunit C3)",Protein
619681,"Dystonia, early-onset, and/or spastic paraplegia",Disease
P48230,Transmembrane 4 L6 family member 4,Protein
P48304,Lithostathine-1-beta,Protein
P48307,Tissue factor pathway inhibitor 2,Protein
P48357,Leptin receptor,Protein
614963,Leptin receptor deficiency,Disease
DB09046,Metreleptin,Drug
P48378,DNA-binding protein RFX2,Protein
P48380,Transcription factor RFX3,Protein
P48382,DNA-binding protein RFX5,Protein
620816,MHC class II deficiency 3,Disease
620818,MHC class II deficiency 5,Disease
P48426,Phosphatidylinositol 5-phosphate 4-kinase type-2 alphaP 4-kinase type II alpha)P-5-kinase B isoform)P-5-kinase C isoform)P-4-kinase isoform 2-alpha),Protein
P48431,Transcription factor SOX-2,Protein
206900,"Microphthalmia, syndromic, 3",Disease
P48436,Transcription factor SOX-9,Protein
114290,Campomelic dysplasia,Disease
278850,"46,XX sex reversal 2",Disease
616425,"46,XY sex reversal 10",Disease
P48443,Retinoic acid receptor RXR-gamma,Protein
P48444,Coatomer subunit delta,Protein
617164,Short stature-micrognathia syndrome,Disease
P48448,Aldehyde dehydrogenase family 3 member B2,Protein
P48449,Lanosterol synthase,Protein
616509,Cataract 44,Disease
618275,Hypotrichosis 14,Disease
618840,Alopecia-intellectual disability syndrome 4,Disease
P48454,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform,Protein
P48506,Glutamate--cysteine ligase catalytic subunit,Protein
230450,Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency,Disease
P48507,Glutamate--cysteine ligase regulatory subunit,Protein
P48509,CD151 antigen,Protein
609057,"Epidermolysis bullosa simplex 7, with nephropathy and deafness",Disease
P48539,Calmodulin regulator protein PCP4,Protein
P48544,G protein-activated inward rectifier potassium channel 4 channel Kir3.4),Protein
613485,Long QT syndrome 13,Disease
613677,"Hyperaldosteronism, familial, 3",Disease
P48546,Gastric inhibitory polypeptide receptor,Protein
P48547,Voltage-gated potassium channel KCNC1,Protein
616187,"Epilepsy, progressive myoclonic 7",Disease
P48549,G protein-activated inward rectifier potassium channel 1 channel Kir3.1),Protein
P48551,Interferon alpha/beta receptor 2,Protein
616669,Immunodeficiency 45,Disease
P48552,Nuclear receptor-interacting protein 1,Protein
618270,Congenital anomalies of kidney and urinary tract 3,Disease
P48553,Trafficking protein particle complex subunit 10,Protein
620027,"Neurodevelopmental disorder with microcephaly, short stature, and speech delay",Disease
P48556,26S proteasome non-ATPase regulatory subunit 8,Protein
P48594,Serpin B4,Protein
P48595,Serpin B10,Protein
P48634,Protein PRRC2A,Protein
P48637,Glutathione synthetase,Protein
266130,Glutathione synthetase deficiency,Disease
231900,Glutathione synthetase deficiency of erythrocytes,Disease
P48643,T-complex protein 1 subunit epsilon,Protein
256840,"Neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive",Disease
P48645,Neuromedin-U [Cleaved into: Neuromedin precursor-related peptide 36; Neuromedin precursor-related peptide 33; Neuromedin-U-25],Protein
P48651,Phosphatidylserine synthase 1,Protein
151050,Lenz-Majewski hyperostotic dwarfism,Disease
P48664,Excitatory amino acid transporter 4,Protein
P48668,"Keratin, type II cytoskeletal 6C",Protein
615735,"Palmoplantar keratoderma, non-epidermolytic, focal or diffuse",Disease
P48681,Nestin,Protein
P48723,Heat shock 70 kDa protein 13,Protein
P48728,"Aminomethyltransferase, mitochondrial",Protein
620398,Glycine encephalopathy 2,Disease
P48729,Casein kinase I isoform alpha,Protein
P48730,Casein kinase I isoform delta,Protein
615224,"Advanced sleep phase syndrome, familial, 2",Disease
P48735,"Isocitrate dehydrogenase [NADP], mitochondrial-specific ICDH)",Protein
613657,D-2-hydroxyglutaric aciduria 2,Disease
P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",Protein
619802,Immunodeficiency 97 with autoinflammation,Disease
P48739,Phosphatidylinositol transfer protein beta isoform,Protein
P48740,Mannan-binding lectin serine protease 1 [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain],Protein
257920,3MC syndrome 1,Disease
P48742,LIM/homeobox protein Lhx1,Protein
P48745,CCN family member 3,Protein
P48751,Anion exchange protein 3,Protein
620231,Short QT syndrome 7,Disease
P48764,Sodium/hydrogen exchanger 3/H exchanger 3),Protein
616868,"Diarrhea 8, secretory sodium, congenital",Disease
P48775,"Tryptophan 2,3-dioxygenase",Protein
600627,Hypertryptophanemia,Disease
P48788,"Troponin I, fast skeletal muscle",Protein
601680,"Arthrogryposis, distal, 2B1",Disease
P48960,Adhesion G protein-coupled receptor E5 [Cleaved into: Adhesion G protein-coupled receptor E5 subunit alpha; Adhesion G protein-coupled receptor E5 subunit beta],Protein
P48995,Short transient receptor potential channel 1,Protein
P49005,DNA polymerase delta subunit 2,Protein
P49006,MARCKS-related protein,Protein
P49019,Hydroxycarboxylic acid receptor 3,Protein
P49023,Paxillin,Protein
P49069,Guided entry of tail-anchored proteins factor CAMLG,Protein
620201,Congenital disorder of glycosylation 2Z,Disease
P49116,Nuclear receptor subfamily 2 group C member 2,Protein
P49137,MAP kinase-activated protein kinase 2,Protein
P49146,Neuropeptide Y receptor type 2,Protein
P49184,Deoxyribonuclease-1-like 1,Protein
P49189,"4-trimethylaminobutyraldehyde dehydrogenase [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]",Protein
P49190,Parathyroid hormone 2 receptor,Protein
DB05829,Parathyroid hormone,Drug
P49207,Large ribosomal subunit protein eL34,Protein
P49221,Protein-glutamine gamma-glutamyltransferase 4),Protein
P49238,CX3C chemokine receptor 1,Protein
613784,"Macular degeneration, age-related, 12",Disease
P49247,Ribose-5-phosphate isomerase,Protein
608611,Ribose 5-phosphate isomerase deficiency,Disease
P49257,Protein ERGIC-53,Protein
227300,Factor V and factor VIII combined deficiency 1,Disease
P49279,Natural resistance-associated macrophage protein 1,Protein
P49281,Natural resistance-associated macrophage protein 2,Protein
206100,"Anemia, hypochromic microcytic, with iron overload 1",Disease
P49286,Melatonin receptor type 1B,Protein
P49321,Nuclear autoantigenic sperm protein,Protein
P49326,Flavin-containing monooxygenase 5,Protein
P49327,Fatty acid synthase [Includes: [Acyl-carrier-protein] S-acetyltransferase; [Acyl-carrier-protein] S-malonyltransferase; 3-oxoacyl-[acyl-carrier-protein] synthase; 3-oxoacyl-[acyl-carrier-protein] reductase; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase; Enoyl-[acyl-carrier-protein] reductase; Acyl-[acyl-carrier-protein] hydrolase],Protein
DB01034,Cerulenin,Drug
P49335,"POU domain, class 3, transcription factor 4",Protein
304400,"Deafness, X-linked, 2",Disease
P49336,Cyclin-dependent kinase 8,Protein
618748,Intellectual developmental disorder with hypotonia and behavioral abnormalities,Disease
P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,Protein
P49356,Protein farnesyltransferase subunit beta,Protein
P49366,Deoxyhypusine synthase,Protein
618480,Neurodevelopmental disorder with seizures and speech and walking impairment,Disease
DB03639,1-Guanidinium-7-Aminoheptane,Drug
P49368,T-complex protein 1 subunit gamma,Protein
P49407,Beta-arrestin-1,Protein
P49411,"Elongation factor Tu, mitochondrial",Protein
610678,Combined oxidative phosphorylation deficiency 4,Disease
P49418,Amphiphysin,Protein
P49419,Alpha-aminoadipic semialdehyde dehydrogenase,Protein
266100,"Epilepsy, early-onset, 4, vitamin B6-dependent",Disease
P49427,Ubiquitin-conjugating enzyme E2 R1 E2 ubiquitin-conjugating enzyme R1),Protein
P49447,Transmembrane ascorbate-dependent reductase CYB561,Protein
618182,Orthostatic hypotension 2,Disease
P49448,"Glutamate dehydrogenase 2, mitochondrial",Protein
P49450,Histone H3-like centromeric protein A,Protein
P49454,Centromere protein F,Protein
243605,Stromme syndrome,Disease
P49458,Signal recognition particle 9 kDa protein,Protein
P49459,Ubiquitin-conjugating enzyme E2 A,Protein
300860,"Intellectual developmental disorder, X-linked, syndromic, Nascimento-type",Disease
P49585,Choline-phosphate cytidylyltransferase A,Protein
608940,Spondylometaphyseal dysplasia with cone-rod dystrophy,Disease
620680,"Lipodystrophy, congenital generalized, 5",Disease
P49588,"Alanine--tRNA ligase, cytoplasmic",Protein
613287,"Charcot-Marie-Tooth disease, axonal, 2N",Disease
616339,Developmental and epileptic encephalopathy 29,Disease
619661,"Leukoencephalopathy, hereditary diffuse, with spheroids 2",Disease
619691,"Trichothiodystrophy 8, non-photosensitive",Disease
P49589,"Cysteine--tRNA ligase, cytoplasmic",Protein
618891,"Microcephaly, developmental delay, and brittle hair syndrome",Disease
P49590,"Histidine--tRNA ligase, mitochondrial",Protein
614926,Perrault syndrome 2,Disease
P49591,"Serine--tRNA ligase, cytoplasmic synthetase)",Protein
617709,"Neurodevelopmental disorder with microcephaly, ataxia, and seizures",Disease
P49593,Protein phosphatase 1F/calmodulin-dependent protein kinase phosphatase),Protein
P49619,Diacylglycerol kinase gamma,Protein
P49638,Alpha-tocopherol transfer protein,Protein
277460,Ataxia with vitamin E deficiency,Disease
P49639,Homeobox protein Hox-A1,Protein
601536,Athabaskan brainstem dysgenesis syndrome,Disease
P49640,Homeobox even-skipped homolog protein 1,Protein
P49641,Alpha-mannosidase 2x,Protein
P49642,DNA primase small subunit,Protein
620005,Primordial dwarfism-immunodeficiency-lipodystrophy syndrome,Disease
P49643,DNA primase large subunit,Protein
P49662,Caspase-4-II) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20],Protein
P49674,Casein kinase I isoform epsilon,Protein
P49675,"Steroidogenic acute regulatory protein, mitochondrial",Protein
201710,Adrenal hyperplasia 1,Disease
P49682,C-X-C chemokine receptor type 3,Protein
P49683,Prolactin-releasing peptide receptor,Protein
P49685,G-protein coupled receptor 15,Protein
P49703,ADP-ribosylation factor-like protein 4D,Protein
P49711,Transcriptional repressor CTCF,Protein
615502,"Intellectual developmental disorder, autosomal dominant 21",Disease
P49715,CCAAT/enhancer-binding protein alpha,Protein
P49716,CCAAT/enhancer-binding protein delta,Protein
P49720,Proteasome subunit beta type-3,Protein
P49721,Proteasome subunit beta type-2,Protein
P49736,DNA replication licensing factor MCM2,Protein
616968,"Deafness, autosomal dominant, 70",Disease
P49746,Thrombospondin-3,Protein
P49747,Cartilage oligomeric matrix protein,Protein
132400,Multiple epiphyseal dysplasia 1,Disease
177170,Pseudoachondroplasia,Disease
619161,Carpal tunnel syndrome 2,Disease
P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",Protein
201475,Acyl-CoA dehydrogenase very long-chain deficiency,Disease
P49753,"Acyl-coenzyme A thioesterase 2, mitochondrial",Protein
P49754,Vacuolar protein sorting-associated protein 41 homolog,Protein
619389,"Spinocerebellar ataxia, autosomal recessive, 29",Disease
P49755,Transmembrane emp24 domain-containing protein 10,Protein
P49756,RNA-binding protein 25,Protein
P49757,Protein numb homolog,Protein
P49758,Regulator of G-protein signaling 6,Protein
P49759,Dual specificity protein kinase CLK1,Protein
P49760,Dual specificity protein kinase CLK2,Protein
P49761,Dual specificity protein kinase CLK3,Protein
P49763,Placenta growth factor,Protein
P49765,Vascular endothelial growth factor B,Protein
P49767,Vascular endothelial growth factor C,Protein
615907,Lymphatic malformation 4,Disease
P49768,Presenilin-1 [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12],Protein
607822,Alzheimer disease 3,Disease
613694,"Cardiomyopathy, dilated, 1U",Disease
613737,"Acne inversa, familial, 3",Disease
P49770,Translation initiation factor eIF2B subunit beta,Protein
620312,Leukoencephalopathy with vanishing white matter 2,Disease
P49771,Fms-related tyrosine kinase 3 ligand,Protein
P49773,Adenosine 5'-monophosphoramidase HINT1,Protein
137200,"Neuromyotonia and axonal neuropathy, autosomal recessive",Disease
P49788,Retinoic acid receptor responder protein 1,Protein
P49789,Bis-triphosphatase,Protein
P49790,Nuclear pore complex protein Nup153,Protein
P49792,E3 SUMO-protein ligase RanBP2,Protein
608033,"Encephalopathy, acute, infection-induced, 3",Disease
P49795,Regulator of G-protein signaling 19,Protein
P49796,Regulator of G-protein signaling 3,Protein
P49798,Regulator of G-protein signaling 4,Protein
P49802,Regulator of G-protein signaling 7,Protein
P49810,Presenilin-2 [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit],Protein
606889,Alzheimer disease 4,Disease
613697,"Cardiomyopathy, dilated, 1V",Disease
P49815,Tuberin,Protein
613254,Tuberous sclerosis 2,Disease
606690,Lymphangioleiomyomatosis,Disease
P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Protein
618225,"Mitochondrial complex I deficiency, nuclear type 4",Disease
P49840,Glycogen synthase kinase-3 alpha,Protein
P49841,Glycogen synthase kinase-3 beta,Protein
DB12129,Tideglusib,Drug
P49842,Inactive serine/threonine-protein kinase 19,Protein
P49848,Transcription initiation factor TFIID subunit 670)80),Protein
617126,Alazami-Yuan syndrome,Disease
P49862,Kallikrein-7,Protein
P49863,Granzyme K,Protein
P49888,Sulfotransferase 1E1,Protein
P49895,Type I iodothyronine deiodinase,Protein
619855,"Thyroid hormone metabolism, abnormal, 2",Disease
P49901,Sperm mitochondrial-associated cysteine-rich protein,Protein
P49902,Cytosolic purine 5'-nucleotidase,Protein
613162,"Spastic paraplegia 45, autosomal recessive",Disease
P49903,"Selenide, water dikinase 1",Protein
P49908,Selenoprotein P,Protein
P49910,Zinc finger protein 165,Protein
P49913,Cathelicidin antimicrobial peptide [Cleaved into: Antibacterial peptide FALL-39; Antibacterial peptide LL-37; Antibacterial peptide KR-20; Antibacterial peptide LL-23; Antibacterial peptide LL-29; Antibacterial peptide KS-30; Antibacterial peptide RK-31; Antibacterial peptide FF-33],Protein
P49914,5-formyltetrahydrofolate cyclo-ligase,Protein
618367,"Neurodevelopmental disorder with microcephaly, epilepsy, and hypomyelination",Disease
P49915,GMP synthase [glutamine-hydrolyzing],Protein
P49916,DNA ligase 3,Protein
619780,"Mitochondrial DNA depletion syndrome 20, MNGIE type",Disease
P49917,DNA ligase 4,Protein
606593,LIG4 syndrome,Disease
602450,Severe combined immunodeficiency autosomal recessive T-cell-negative/B-cell-negative/NK-cell-positive with sensitivity to ionizing radiation,Disease
P49918,Cyclin-dependent kinase inhibitor 1C,Protein
130650,Beckwith-Wiedemann syndrome,Disease
614732,"Intrauterine growth retardation, metaphyseal dysplasia, adrenal hypoplasia congenita, and genital anomalies",Disease
P49959,Double-strand break repair protein MRE11,Protein
604391,Ataxia-telangiectasia-like disorder 1,Disease
P49961,Ectonucleoside triphosphate diphosphohydrolase 1,Protein
615683,"Spastic paraplegia 64, autosomal recessive",Disease
P50052,Type-2 angiotensin II receptor,Protein
DB16266,Olodanrigan,Drug
P50053,Ketohexokinase,Protein
229800,Fructosuria,Disease
P50135,Histamine N-methyltransferase,Protein
616739,"Intellectual developmental disorder, autosomal recessive 51",Disease
DB13875,Harmaline,Drug
DB01752,S-adenosyl-L-homocysteine,Drug
DB07106,SKF-91488,Drug
P50148,Guanine nucleotide-binding protein G subunit alpha,Protein
163000,"Capillary malformations, congenital",Disease
185300,Sturge-Weber syndrome,Disease
P50150,Guanine nucleotide-binding protein G/G/G subunit gamma-4,Protein
P50151,Guanine nucleotide-binding protein G/G/G subunit gamma-10,Protein
P50213,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial-specific ICDH subunit alpha)",Protein
619007,Retinitis pigmentosa 90,Disease
P50219,Motor neuron and pancreas homeobox protein 1,Protein
176450,Currarino syndrome,Disease
P50221,Homeobox protein MOX-1,Protein
214300,"Klippel-Feil syndrome 2, autosomal recessive",Disease
P50222,Homeobox protein MOX-2,Protein
P50225,Sulfotransferase 1A1,Protein
P50226,Sulfotransferase 1A2,Protein
P50238,Cysteine-rich protein 1,Protein
P50281,Matrix metalloproteinase-14,Protein
277950,Winchester syndrome,Disease
P50336,Protoporphyrinogen oxidase,Protein
176200,Variegate porphyria,Disease
620483,"Variegate porphyria, childhood-onset",Disease
P50391,Neuropeptide Y receptor type 4,Protein
P50395,Rab GDP dissociation inhibitor beta,Protein
P50402,Emerin,Protein
310300,"Emery-Dreifuss muscular dystrophy 1, X-linked",Disease
P50406,5-hydroxytryptamine receptor 6,Protein
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",Protein
255120,Carnitine palmitoyltransferase 1A deficiency,Disease
